row_id,mdsdt_ok,mdsdt_secs,mdsdt_model,mdsdt_zx_0,mdsdt_zx_1,mdsdt_zx_2,mdsdt_zx_3,mdsdt_zy_0,mdsdt_zy_1,mdsdt_zy_2,mdsdt_zy_3,mdsdt_rho_0,mdsdt_rho_1,mdsdt_rho_2,mdsdt_rho_3,mdsdt_full_zx_0,mdsdt_full_zx_1,mdsdt_full_zx_2,mdsdt_full_zx_3,mdsdt_full_zy_0,mdsdt_full_zy_1,mdsdt_full_zy_2,mdsdt_full_zy_3,mdsdt_full_rho_0,mdsdt_full_rho_1,mdsdt_full_rho_2,mdsdt_full_rho_3,grtools_ok,grtools_secs,grtools_model,grtools_zx_0,grtools_zx_1,grtools_zx_2,grtools_zx_3,grtools_zy_0,grtools_zy_1,grtools_zy_2,grtools_zy_3,grtools_rho_0,grtools_rho_1,grtools_rho_2,grtools_rho_3,grtools_bound_a1,grtools_bound_a2,grtools_1rep_ok,grtools_1rep_secs,grtools_1rep_model
10,TRUE,0.10229802131652832,"{PI, PS, DS}",-1.309171617724163,-1.309171617724163,1.6567947658159776,1.6567947658159776,-0.18001236979265098,1.2751753301408986,-0.18001236979265098,1.2751753301408986,0,0,0,0,-1.1024403670151646,-1.5233963507186317,1.644853626951473,1.6683911939470797,-0.10179559909470465,1.3715204728028318,-0.2533471031357998,1.179761117611861,-0.4211233571045544,-0.5069780416702862,-0.12283370591175635,0.5678332734218733,FALSE,25.01546812057495,"GRT-{PI, PS, DS}",-1.6185871771743474,-1.6185871771743474,2.831782562720202,2.831782562720202,-0.20159722465094648,1.5905450271222172,-0.20159722465094648,1.5905450271222172,0,0,0,0,-1.6185871771743474,-0.20159722465094648,FALSE,2.5352699756622314,"GRT-{PI, PS, DS}"
11,TRUE,0.08217811584472656,"{PI, PS, DS}",-1.4260768722709272,-1.4260768722709272,0.5659488219255805,0.5659488219255805,-0.13468979385459942,0.7582925569901442,-0.13468979385459942,0.7582925569901442,0,0,0,0,-1.335177736118937,-1.5341205443525465,0.6406668899191051,0.5024022233733558,-0.2690661378543143,0.7764217611479276,0.05451891484810108,0.7363159173761294,0.3747319746796987,-0.39506376864745846,0.04377297686577527,-0.3227840864559388,TRUE,20.117783069610596,"GRT-{PI, PS, DS}",-2.0343207259032288,-2.0343207259032288,0.7092770930266719,0.7092770930266719,-0.1618533428624713,0.9282397522165724,-0.1618533428624713,0.9282397522165724,0,0,0,0,-2.0343207259032288,-0.1618533428624713,FALSE,1.8948378562927246,"GRT-{PI, PS, DS}"
12,TRUE,0.08617711067199707,"{PI, PS, DS}",-0.6482543041377599,-0.6482543041377599,2.1450453738492445,2.1450453738492445,-0.3012777241840561,0.3029803948051328,-0.3012777241840561,0.3029803948051328,0,0,0,0,-0.6342373651655665,-0.6581890397842031,2.012530566872195,2.3374176989919753,-0.30159218927524106,0.29810241293048706,-0.30100990689988505,0.3090525494578221,0.08603256851418789,0.05370966243973482,-0.200420291094994,-0.045332882901800896,FALSE,25.032651901245117,"GRT-{PI, PS, DS}",-0.653114643414973,-0.653114643414973,2.2900155606711072,2.2900155606711072,-0.3067413011708557,0.2976400946533813,-0.3067413011708557,0.2976400946533813,0,0,0,0,-0.653114643414973,-0.3067413011708557,TRUE,2.2511160373687744,"GRT-{1_RHO, PS, DS}"
13,TRUE,0.095912933349609375,"{PI, PS, DS}",-1.618196424748837,-1.618196424748837,2.1676057418441967,2.1676057418441967,-0.6142312890602457,1.5471941922007864,-0.6142312890602457,1.5471941922007864,0,0,0,0,-1.6759397227734443,-1.5792195192835747,2.1538746940614564,2.180815302168275,-0.7502153754679403,1.6311572515097648,-0.48877641111466963,1.453859001642674,-0.10186855182693917,-0.1835128418045132,-0.1947444288633603,0.5745780400058912,FALSE,26.44562005996704,"GRT-{PI, PS, DS}",-1.7379698060482682,-1.7379698060482682,3.097077493200636,3.097077493200636,-0.6497260626684095,1.6040047972156701,-0.6497260626684095,1.6040047972156701,0,0,0,0,-1.7379698060482682,-0.6497260626684095,FALSE,2.16280198097229,"GRT-{PI, PS, DS}"
14,FALSE,0.006412982940673828,ERROR: missing value where TRUE/FALSE needed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,24.467111825942993,"GRT-{PI, PS, DS}",-2.7197124942113726,-2.7197124942113726,1.3570161638663345,1.3570161638663345,-1.910400760194797,-0.20141862364890284,-1.910400760194797,-0.20141862364890284,0,0,0,0,-2.7197124942113726,-1.910400760194797,FALSE,2.709117889404297,"GRT-{PI, PS, DS}"
15,TRUE,0.08263802528381348,"{PI, PS, DS}",-1.8027430901866641,-1.8027430901866641,0.21690442598160198,0.21690442598160198,-0.30824654619055286,0.569575694896366,-0.30824654619055286,0.569575694896366,0,0,0,0,-1.7506860712521704,-1.8485962885014087,0.2533471031357995,0.1867561210637375,-0.3054807880993974,0.5524425846467743,-0.3113223796441415,0.5894557978497785,0.14181330448137863,-0.24672388444935808,0.2725694682587748,-0.1970313285882648,FALSE,21.4657039642334,"GRT-{PI, PS, DS}",-2.667310641123151,-2.667310641123151,0.2401677507166231,0.2401677507166231,-0.32904935873703123,0.6092243914710818,-0.32904935873703123,0.6092243914710818,0,0,0,0,-2.667310641123151,-0.32904935873703123,FALSE,2.1854910850524902,"GRT-{PI, PS, DS}"
16,TRUE,0.09154796600341797,"{PI, PS, DS}",-0.7793829042665188,-0.7793829042665188,0.38267495796007983,0.38267495796007983,-0.2595358267394504,2.0637064942913232,-0.2595358267394504,2.0637064942913232,0,0,0,0,-0.8461369665610323,-0.6888636267088741,0.44783110512949287,0.3118076340172425,-0.3092941352598141,2.2075920006975167,-0.20170327917030656,1.9617419847649078,0.15008172692386829,-0.4236947470207789,0.025497469853212266,-0.05062587489299157,FALSE,22.752606868743896,"GRT-{PI, PS, DS}",-0.8221028725619248,-0.8221028725619248,0.37851463112478445,0.37851463112478445,-0.24972780916656326,2.283923822995946,-0.24972780916656326,2.283923822995946,0,0,0,0,-0.8221028725619248,-0.24972780916656326,FALSE,2.524925947189331,"GRT-{PI, PS, DS}"
17,TRUE,0.10165882110595703,"{PI, PS, DS}",-2.0868646721918114,-2.0868646721918114,2.118535960857595,2.118535960857595,-0.24999786880190505,1.147971347980663,-0.24999786880190505,1.147971347980663,0,0,0,0,-2.197678454649642,-1.9874278859298962,2.255588955463176,1.9841053711891634,-0.14955098542134235,1.1131942771609287,-0.33856193917229654,1.1844866635486269,0.05866160992545857,-0.2962542016115507,-0.13015173724071957,0.32859092354016456,FALSE,26.39444398880005,"GRT-{PI, PS, DS}",-2.32622771538632,-2.32622771538632,2.3165605338732145,2.3165605338732145,-0.25508923941755585,1.2087742545419211,-0.25508923941755585,1.2087742545419211,0,0,0,0,-2.32622771538632,-0.25508923941755585,FALSE,2.8501501083374023,"GRT-{PI, PS, DS}"
18,TRUE,0.09286785125732422,"{1_RHO, PS, DS}",-2.5064842202516,-2.5064842202516,1.951654788894006,1.951654788894006,-0.3483455668213428,1.650239500996706,-0.3483455668213428,1.650239500996706,-0.1627826767488656,-0.1627826767488656,-0.1627826767488656,-0.1627826767488656,-2.4411323352217162,-2.5926555762822416,1.923136297087941,1.988872041458612,-0.3152626705158294,1.7361366094441484,-0.3826669574692875,1.5810412201570794,-0.18530198359606978,-0.46470912117523633,-0.16601454960517245,0.01996785015898916,FALSE,28.950243949890137,"GRT-{1_RHO, PS, DS}",-2.362836746054387,-2.362836746054387,2.0975950044065517,2.0975950044065517,-0.35175458275153754,1.6770128480945912,-0.35175458275153754,1.6770128480945912,-0.2205956345719094,-0.2205956345719094,-0.2205956345719094,-0.2205956345719094,-2.362836746054387,-0.35175458275153754,TRUE,2.6114909648895264,"GRT-{1_RHO, PS, DS}"
19,TRUE,0.1054239273071289,"{PI, PS, DS}",-7.474003924304208e-17,-7.474003924304208e-17,-0.09655861517462846,-0.09655861517462846,-0.3661063568005698,0.2933812320931578,-0.3661063568005698,0.2933812320931578,0,0,0,0,0.18001236979270552,-0.18001236979270524,-0.5659488219328632,0.43072729929545756,-0.5659488219328631,0.18001236979270516,-0.18001236979270524,0.43072729929545756,-0.15138996199042598,0.263155638961282,0.15138996199042587,0.3966907824503665,TRUE,20.49745202064514,"GRT-{PI, PS, DS}",0.007488112266036549,0.007488112266036549,-0.255935793526905,-0.255935793526905,-0.9588899825497381,0.8495641371302498,-0.9588899825497381,0.8495641371302498,0,0,0,0,0.007488112266036549,-0.9588899825497381,FALSE,2.1941540241241455,"GRT-{PI, PS, DS}"
20,TRUE,0.134674072265625,"{PI, PS, DS}",-0.10137263534073572,-0.10137263534073572,1.8959170463556885,1.8959170463556885,-1.9379315103702885,0.876142849246807,-1.9379315103702885,0.876142849246807,0,0,0,0,-0.1497620124446272,-0.04884984243636214,1.8895099603334302,1.9022164957820156,-1.980752396647279,0.8603241400016762,-1.8895099603334304,0.8938006311794893,0.06356249733829812,-0.21064138019473488,-0.8368521214737517,0.39115094813713863,FALSE,19.127077102661133,"GRT-{PI, PS, DS}",-0.10924254466699967,-0.10924254466699967,3.0658663419668635,3.0658663419668635,-3.929354724317073,0.940345942607105,-3.929354724317073,0.940345942607105,0,0,0,0,-0.10924254466699967,-3.929354724317073,FALSE,2.0091118812561035,"GRT-{PI, PS, DS}"
21,TRUE,0.11161589622497559,"{PS, DS}",-1.0867903325860981,-1.0867903325860981,1.1835068747677893,1.1835068747677893,-1.1491131057543076,1.2308184810017897,-1.1491131057543076,1.2308184810017897,0.6352924371675905,-0.6623975821927551,-0.6096838255697739,0.6161437840470316,-1.1243382315686392,-1.17498679206609,0.876142849246841,1.4050715603096324,-1.3597373839386058,1.4050715603096324,-0.876142849246841,1.17498679206609,0.620549611829673,-0.6352650235725145,-0.618954453093743,0.6352650235725144,TRUE,27.849370002746582,"GRT-{PI, PS, DS}",-1.6510054749830565,-1.6510054749830565,1.6557526844907327,1.6557526844907327,-1.5840370707766913,1.9928660825524742,-1.5840370707766913,1.9928660825524742,0,0,0,0,-1.6510054749830565,-1.5840370707766913,TRUE,2.1526761054992676,"GRT-{PI, PS, DS}"
22,TRUE,0.10543394088745117,"{PI, PS, DS}",-0.7783403259676918,-0.7783403259676918,1.446103212842641,1.446103212842641,-0.6883558642533758,1.3037826721034869,-0.6883558642533758,1.3037826721034869,0,0,0,0,-0.70187259542196,-0.8694237732888858,1.4652337926855228,1.4260768722728474,-0.5951785333332779,1.1983797023069247,-0.7916386077433746,1.4260768722728474,0.022711180501059643,-0.26800629084840266,-0.41526768095190364,0.7667258259559344,FALSE,21.722408056259155,"GRT-{PI, PS, DS}",-0.947724238428435,-0.947724238428435,2.800762180300918,2.800762180300918,-0.837586233114882,2.002310522175015,-0.837586233114882,2.002310522175015,0,0,0,0,-0.947724238428435,-0.837586233114882,FALSE,2.2207939624786377,"GRT-{PI, PS, DS}"
23,TRUE,0.10703802108764648,"{PI, PS, DS}",-0.8694237731190625,-0.8694237731190625,0.9674215661017009,0.9674215661017009,-1.0444087943054616,-0.13001858330604926,-1.0444087943054616,-0.13001858330604926,0,0,0,0,-0.9674215661017012,-0.7916386077433746,0.8416212335729142,1.1107716166367858,-0.9674215661017012,-0.3661063568005697,-1.110771616636786,0.08365173390712924,0.650707626091091,-0.04721130094898551,-0.5232988538622285,0.05181266290197174,FALSE,24.889265060424805,"GRT-{PI, PS, DS}",-1.5543998716061898,-1.5543998716061898,1.6753613316455176,1.6753613316455176,-2.6676659733295502,-0.20374624548342313,-2.6676659733295502,-0.20374624548342313,0,0,0,0,-1.5543998716061898,-2.6676659733295502,FALSE,2.2242679595947266,"GRT-{PI, PS, DS}"
24,TRUE,0.10615205764770508,"{PI, PS, DS}",-0.2144595862641447,-0.2144595862641447,1.1749867909133076,1.1749867909133076,-1.4260768722366546,1.4157020900219357,-1.4260768722366546,1.4157020900219357,0,0,0,0,-0.31863936396437503,-0.1300185833070844,1.2418667918433204,1.0968035620935135,-1.3829941271006385,1.483539859401297,-1.465233792685523,1.335177736118937,0.17324017055003177,-0.06755525666632342,-0.6536083589131082,0.6122357317963674,TRUE,21.0868239402771,"GRT-{PI, PS, DS}",-0.24667150335582927,-0.24667150335582927,1.6880298528802726,1.6880298528802726,-2.9398510900070556,3.110588975838914,-2.9398510900070556,3.110588975838914,0,0,0,0,-0.24667150335582927,-2.9398510900070556,TRUE,2.113344192504883,"GRT-{PI, PS, DS}"
25,TRUE,0.09003400802612305,"{PI, PS, DS}",-1.1349166179831107,-1.1349166179831107,-0.48877641049967857,-0.48877641049967857,-1.1868314317659505,0.033879835403477075,-1.1868314317659505,0.033879835403477075,0,0,0,0,-1.2521195202652193,-1.0364333894937896,-0.25334710313579967,-0.7215222839823432,-1.2521195202652193,0.12566134685507435,-1.1107716166367858,-0.07379127380827234,0.7298339461158496,0.19217891486077945,0.15695887755327997,0.056464642782900205,TRUE,24.184705018997192,"GRT-{PI, PS, DS}",-1.9618178279157432,-1.9618178279157432,-0.6599928676004747,-0.6599928676004747,-2.719842474267624,0.03181835134374733,-2.719842474267624,0.03181835134374733,0,0,0,0,-1.9618178279157432,-2.719842474267624,TRUE,2.393450975418091,"GRT-{PI, PS, DS}"
26,TRUE,0.08699512481689453,"{PI, PS, DS}",-0.3722893604127962,-0.3722893604127962,0.6744897489899424,0.6744897489899424,-0.7582925564743632,1.2298587528037046,-0.7582925564743632,1.2298587528037046,0,0,0,0,-0.5157047936930382,-0.21779837992739895,0.5828415072712163,0.7435597568794307,-0.6985257103450601,1.0896619819461073,-0.8416212335729144,1.3676279233156887,-0.12027479577853842,0.2730454691696373,0.1774464433509773,0.17430420774899594,FALSE,18.894386053085327,"GRT-{PI, PS, DS}",-0.4416423719117183,-0.4416423719117183,0.8082468383663443,0.8082468383663443,-0.9054867908437247,1.6102425430050615,-0.9054867908437247,1.6102425430050615,0,0,0,0,-0.4416423719117183,-0.9054867908437247,TRUE,2.2684268951416016,"GRT-{PI, PS, DS}"
27,TRUE,0.41876697540283203,"{PI, PS(B), DS}",-1.7267243715470445e-16,-0.22688544453587908,1.6198562586382697,1.1024403670151648,-1.507904591440559,0.4247037749453341,-1.507904591440559,0.4247037749453341,0,0,0,0,2.851401370606225e-16,-0.2268854445358791,1.6198562586382697,1.1024403670151648,-1.6198562586382697,0.4307272992954575,-1.4121875789061642,0.41837128791165434,-0.31602666305794924,0.060609919770573194,-0.38324591928528784,-0.2498433396603409,TRUE,20.660305976867676,"GRT-{PI, PS, DS}",-0.13062651389191568,-0.13062651389191568,1.4750474907684914,1.4750474907684914,-1.7351672678872836,0.444696212356237,-1.7351672678872836,0.444696212356237,0,0,0,0,-0.13062651389191568,-1.7351672678872836,FALSE,2.285951852798462,"GRT-{PI, PS, DS}"
28,TRUE,0.10370802879333496,"{PI, PS, DS}",-1.83090921971314,-1.83090921971314,0.21605180249720266,0.21605180249720266,-1.8000275490864839,1.1061612848087767,-1.8000275490864839,1.1061612848087767,0,0,0,0,-1.7746883070113355,-1.9022164957820156,0.22988411757923174,0.19709908429431192,-1.6387476645753805,1.2815515655446004,-2.00042356910598,0.9467817563010459,0.5894594077482995,-0.5614880487935714,-0.09685459757344991,0.05602001277255178,FALSE,23.88097906112671,"GRT-{PI, PS, DS}",-2.2356867495041577,-2.2356867495041577,0.22153545640580985,0.22153545640580985,-2.3919919657098396,1.2391164262814942,-2.3919919657098396,1.2391164262814942,0,0,0,0,-2.2356867495041577,-2.3919919657098396,FALSE,2.894653081893921,"GRT-{PI, PS, DS}"
29,TRUE,0.06981015205383301,"{PI, PS, DS}",-0.31863936396437503,-0.31863936396437503,0.6744897501960819,0.6744897501960819,-0.6744897501960819,0.31863936396437503,-0.6744897501960819,0.31863936396437503,0,0,0,0,-0.31863936396437487,-0.3186393639643751,0.6744897501960816,0.6744897501960818,-0.6744897501960818,0.3186393639643751,-0.6744897501960816,0.31863936396437487,0.2509941625913529,0.10910002003040904,-0.5342895672253395,0.2509941625913529,TRUE,21.250163078308105,"GRT-{PI, PS, DS}",-0.6795230441075863,-0.6795230441075863,3.668328210816644,3.668328210816644,-3.3430201494912297,0.6807800618016056,-3.3430201494912297,0.6807800618016056,0,0,0,0,-0.6795230441075863,-3.3430201494912297,TRUE,2.535910129547119,"GRT-{PI, PS, DS}"
30,TRUE,0.08572196960449219,"{PI, PS, DS}",-1.257159396562807,-1.257159396562807,1.008044169161959,1.008044169161959,-0.18598153072930654,1.0725668922264462,-0.18598153072930654,1.0725668922264462,0,0,0,0,-1.2815515655446004,-1.2313772057634214,0.9891686273406354,1.0245923925400988,-0.29673783825989825,1.0561294201171838,-0.08094729048129622,1.0853249080767589,0.16912833775864397,-0.05241351229233982,-0.2173812699890675,0.11777891546219003,TRUE,21.768999814987183,"GRT-{PI, PS, DS}",-1.4784796241776694,-1.4784796241776694,1.1337991064681947,1.1337991064681947,-0.19984457345421894,1.1647514101364476,-0.19984457345421894,1.1647514101364476,0,0,0,0,-1.4784796241776694,-0.19984457345421894,FALSE,2.1778860092163086,"GRT-{PI, PS, DS}"
31,TRUE,0.09014296531677246,"{PI, PS, DS}",-1.140763676042345,-1.140763676042345,1.2815514902264245,1.2815514902264245,-0.39932306734953926,0.8902468872562089,-0.39932306734953926,0.8902468872562089,0,0,0,0,-0.9208229763683793,-1.3676279233156887,1.1107716166367858,1.4395314709384561,-0.3661063568005695,0.948535040826638,-0.4307272992954577,0.8416212335729141,0.07754064967730934,-0.2922408627762854,0.14729419507813615,0.22260969912171313,TRUE,23.254822969436646,"GRT-{PI, PS, DS}",-1.4421317191245624,-1.4421317191245624,1.6827451075467432,1.6827451075467432,-0.4738478554689887,1.0480943626713604,-0.4738478554689887,1.0480943626713604,0,0,0,0,-1.4421317191245624,-0.4738478554689887,FALSE,2.3710520267486572,"GRT-{PI, PS, DS}"
32,TRUE,0.10866594314575195,"{PI, PS, DS}",-1.292802617511727,-1.292802617511727,1.3597366496575212,1.3597366496575212,-0.9944292951825805,1.2459796286927687,-0.9944292951825805,1.2459796286927687,0,0,0,0,-1.1983797023069247,-1.4050715603096324,1.3829941271006385,1.335177736118937,-1.1983797023069247,1.17498679206609,-0.8122178014999129,1.335177736118937,0.4822530220890361,-0.6352650235725145,-0.4423139374482946,0.7483560128963014,FALSE,26.864229917526245,"GRT-{PI, PS, DS}",-1.998722689120386,-1.998722689120386,2.8067983019762015,2.8067983019762015,-1.255157828103119,2.0777147414157926,-1.255157828103119,2.0777147414157926,0,0,0,0,-1.998722689120386,-1.255157828103119,FALSE,2.5208778381347656,"GRT-{PI, PS, DS}"
